 
****************************************
Report : power
        -cell
        -analysis_effort low
        -sort_mode cell_internal_power
Design : SIPISOALU_generic_nbit32
Version: Z-2007.03-SP1
Date   : Thu Apr 28 12:12:25 2016
****************************************


Library(s) Used:

    NangateOpenCellLibrary (File: /home/mariagrazia.graziano/do/libnangate/NangateOpenCellLibrary_typical_ecsm.db)


Operating Conditions: typical   Library: NangateOpenCellLibrary
Wire Load Model Mode: top

Design        Wire Load Model            Library
------------------------------------------------
SIPISOALU_generic_nbit32
                       5K_hvratio_1_1    NangateOpenCellLibrary


Global Operating Voltage = 1.1  
Power-specific unit information :
    Voltage Units = 1V
    Capacitance Units = 1.000000ff
    Time Units = 1ns
    Dynamic Power Units = 1uW    (derived from V,C,T units)
    Leakage Power Units = 1nW



  Attributes
  ----------
      h  -  Hierarchical cell

                        Cell      Driven Net  Tot Dynamic      Cell
                        Internal  Switching   Power            Leakage
Cell                    Power     Power       (% Cell/Tot)     Power      Attrs
--------------------------------------------------------------------------------
U241                       0.0000    0.0000      0.000 (N/A)     27.5695   
U242                       0.0000    0.0000      0.000 (N/A)     27.5695   
U243                       0.0000    0.0000      0.000 (N/A)     27.5695   
U244                       0.0000    0.0000      0.000 (N/A)     27.5695   
U245                       0.0000    0.0000      0.000 (N/A)     27.5695   
U246                       0.0000    0.0000      0.000 (N/A)     27.5695   
U247                       0.0000    0.0000      0.000 (N/A)     27.5695   
U248                       0.0000    0.0000      0.000 (N/A)     27.5695   
U249                       0.0000    0.0000      0.000 (N/A)     27.5695   
U250                       0.0000    0.0000      0.000 (N/A)     27.5695   
U251                       0.0000    0.0000      0.000 (N/A)     27.5695   
U252                       0.0000    0.0000      0.000 (N/A)     27.5695   
U253                       0.0000    0.0000      0.000 (N/A)     27.5695   
U254                       0.0000    0.0000      0.000 (N/A)     27.5695   
U255                       0.0000    0.0000      0.000 (N/A)     27.5695   
U256                       0.0000    0.0000      0.000 (N/A)     27.5695   
U257                       0.0000    0.0000      0.000 (N/A)     27.5695   
U258                       0.0000    0.0000      0.000 (N/A)     27.5695   
U259                       0.0000    0.0000      0.000 (N/A)     27.5695   
U260                       0.0000    0.0000      0.000 (N/A)     27.5695   
U261                       0.0000    0.0000      0.000 (N/A)     27.5695   
U262                       0.0000    0.0000      0.000 (N/A)     27.5695   
U263                       0.0000    0.0000      0.000 (N/A)     27.5695   
U296                       0.0000    0.0000      0.000 (N/A)     37.2927   
U297                       0.0000    0.0000      0.000 (N/A)      3.5018   
